LangID	CountryID	LangStatus	Name
bru	LA	L	Bru, Eastern
brv	TH	L	Bru, Western
brw	IN	L	Bellari
brx	IN	L	Bodo
bry	PG	L	Burui
brz	PG	L	Bilbil
bsa	ID	L	Abinomn
bsb	BN	L	Bisaya, Brunei
bsc	SN	L	Oniyan
bse	CM	L	Wushi
bsf	NG	L	Bauchi
bsg	IR	L	Bashkardi
bsh	AF	L	Kati
bsi	CM	L	Bassossi
bsj	NG	L	Bangwinji
bsk	PK	L	Burushaski
bsl	NG	X	Basa-Gumna
bsm	ID	L	Busami
bsn	CO	L	Barasana-Eduria
bso	TD	N	Buso
bsp	GN	L	Baga Sitemu
bsq	LR	L	Bassa
bsr	NG	N	Bassa-Kontagora
bss	CM	L	Akoose
bst	ET	L	Basketo
bsu	ID	L	Bahonsuai
bsv	GN	X	Baga Sobané
bsw	ET	L	Baiso
bsx	NG	N	Yangkam
bsy	MY	L	Bisaya, Sabah
bta	NG	L	Bata
btb	CM	L	Beti
btc	CM	L	Bati
btd	ID	L	Batak Dairi
bte	NG	X	Gamo-Ningi
btf	TD	L	Birgit
btg	CI	L	Bété, Gagnoa
bth	MY	L	Bidayuh, Biatah
bti	ID	L	Burate
btj	ID	L	Malay, Bacanese
btl	IN	L	Bhatola
btm	ID	L	Batak Mandailing
btn	PH	N	Ratagnon
bto	PH	L	Bicolano, Iriga
btp	PG	L	Budibud
btq	MY	L	Batek
btr	VU	L	Baetora
bts	ID	L	Batak Simalungun
btt	NG	L	Bete-Bendi
btu	NG	L	Batu
btv	PK	L	Bateri
btw	PH	L	Butuanon
btx	ID	L	Batak Karo
bty	ID	L	Bobot
btz	ID	L	Batak Alas-Kluet
bub	TD	L	Bua
buc	YT	L	Bushi
bud	TG	L	Ntcham
buf	CD	L	Bushoong
bug	ID	L	Bugis
buh	CN	L	Bunu, Younuo
bui	CG	L	Bongili
buj	NG	L	Basa-Gurmana
buk	PG	L	Bugawac
bul	BG	L	Bulgarian
bum	CM	L	Bulu
bun	SL	L	Sherbro
buo	PG	L	Terei
bup	ID	L	Busoa
buq	PG	L	Brem
bus	NG	L	Bokobaru
but	PG	L	Bungain
buu	CD	L	Budu
buv	PG	L	Bun
buw	GA	L	Bubi
bux	NG	L	Boghom
buy	SL	L	Bullom So
buz	NG	L	Bukwen
bva	TD	L	Barein
bvb	GQ	L	Bube
bvc	SB	L	Baelelea
bvd	SB	L	Baeggu
bve	ID	L	Malay, Berau
bvf	TD	L	Boor
bvg	CM	L	Bonkeng
bvh	NG	L	Bure
bvi	SD	L	Belanda Viri
bvj	NG	L	Baan
bvk	ID	L	Bukat
bvl	BO	L	Bolivian Sign Language
bvm	CM	L	Bamunka
bvn	PG	L	Buna
bvo	TD	L	Bolgo
bvq	CF	L	Birri
bvr	AU	L	Burarra
bvt	ID	L	Bati
bvu	ID	L	Malay, Bukit
bvv	VE	X	Baniva
bvw	NG	L	Boga
bvx	CG	L	Dibole
bvz	ID	L	Bauzi
bwa	NC	L	Bwatoo
bwb	FJ	L	Namosi-Naitasiri-Serua
bwc	ZM	L	Bwile
bwd	PG	L	Bwaidoka
bwe	MM	L	Karen, Bwe
bwf	PG	L	Boselewa
bwg	MZ	L	Barwe
bwh	CM	N	Bishuo
bwi	BR	L	Baniwa
bwj	BF	L	Bwamu, Láá Láá
bwk	PG	L	Bauwaki
bwl	CD	L	Bwela
bwm	PG	L	Biwat
bwn	CN	L	Bunu, Wunai
bwo	ET	L	Borna
bwp	ID	L	Mandobo Bawah
bwq	BF	L	Bobo Madaré, Southern
bwr	NG	L	Bura-Pabir
bws	CD	L	Bomboma
bwt	CM	L	Bafaw-Balong
bwu	GH	L	Buli
bww	CD	L	Bwa
bwx	CN	L	Bunu, Bu-Nao
bwy	BF	L	Bwamu, Cwi
bwz	CG	L	Bwisi
bxa	SB	L	Bauro
bxb	SD	L	Belanda Bor
bxc	GQ	L	Molengue
bxd	CN	L	Pela
bxe	ET	N	Ongota
bxf	PG	L	Bilur
bxg	CD	L	Bangala
bxh	PG	L	Buhutu
bxi	AU	X	Pirlatapa
bxj	AU	N	Bayungu
bxk	KE	L	Lubukusu
bxl	BF	L	Jalkunan
bxm	MN	L	Buriat, Mongolia
bxn	AU	N	Burduna
bxo	NG	S	Barikanchi
bxp	CM	L	Bebil
bxq	NG	L	Beele
bxr	RU	L	Buriat, Russia
bxs	CM	L	Busam
bxu	CN	L	Buriat, China
bxv	TD	N	Berakou
bxw	ML	L	Bankagooma
bxx	CD	L	Borna
bxz	PG	L	Binahari
bya	PH	L	Batak
byb	CM	N	Bikya
byc	NG	L	Ubaghara
byd	ID	L	Benyadu'
bye	PG	L	Pouye
byf	NG	N	Bete
byg	SD	X	Baygo
byh	NP	L	Bhujel
byi	CD	L	Buyu
byj	NG	L	Bina
byk	CN	L	Biao
byl	ID	L	Bayono
bym	AU	N	Bidyara
byn	ER	L	Bilen
byo	CN	L	Biyo
byp	NG	L	Bumaji
byq	TW	X	Basay
byr	PG	L	Baruya
bys	NG	L	Burak
byt	SD	X	Berti
byv	CM	L	Medumba
byw	NP	L	Belhariya
byx	PG	L	Qaqet
byy	CD	L	Buya
byz	PG	L	Banaro
bza	LR	L	Bandi
bzb	ID	L	Andio
bzd	CR	L	Bribri
bze	ML	L	Bozo, Jenaama
bzf	PG	L	Boikin
bzg	TW	N	Babuza
bzh	PG	L	Buang, Mapos
bzi	CN	L	Bisu
bzj	BZ	L	Belize Kriol English
bzk	NI	L	Nicaragua Creole English
bzl	ID	L	Boano
bzm	CD	L	Bolondo
bzn	ID	L	Boano
bzo	CD	L	Bozaba
bzp	ID	L	Kemberano
bzq	ID	L	Buli
bzr	AU	X	Biri
bzs	BR	L	Brazilian Sign Language
bzu	ID	L	Burmeso
bzv	CM	L	Bebe
bzw	NG	L	Basa
bzx	ML	L	Bozo, Hainyaxo
bzy	NG	L	Obanliku
bzz	NG	L	Evant
caa	GT	L	Ch'orti'
cab	HN	L	Garifuna
cac	GT	L	Chuj, San Sebastián Coatán
cad	US	N	Caddo
cae	SN	L	Laalaa
caf	CA	L	Carrier, Southern
cag	PY	L	Nivaclé
cah	PE	N	Cahuarano
cak	GT	L	Kaqchikel, Central
cal	MP	L	Carolinian
cam	NC	L	Cemuhî
can	PG	L	Chambri
cao	BO	L	Chácobo
cap	BO	L	Chipaya
caq	IN	L	Nicobarese, Car
car	VE	L	Carib
cas	BO	L	Tsimané
cat	ES	L	Catalan-Valencian-Balear
cav	BO	L	Cavineña
caw	BO	S	Callawalla
cax	BO	L	Chiquitano
cay	CA	L	Cayuga
caz	BO	X	Canichana
cbb	CO	N	Cabiyarí
cbc	CO	L	Carapana
cbd	CO	L	Carijona
cbe	CO	X	Chipiajes
cbg	CO	L	Chimila
cbh	CO	X	Cagua
cbi	EC	L	Chachi
cbj	BJ	L	Ede Cabe
cbk	PH	L	Chavacano
cbl	MM	L	Chin, Bualkhaw
cbm	GT	L	Kaqchikel, Yepocapa Southwestern
cbn	TH	N	Nyahkur
cbo	NG	L	Izora
cbr	PE	L	Cashibo-Cacataibo
cbs	PE	L	Kashinawa
cbt	PE	L	Chayahuita
cbu	PE	L	Candoshi-Shapra
cbv	CO	L	Cacua
cby	CO	L	Carabayo
cca	CO	X	Cauca
ccc	PE	N	Chamicuro
ccd	BR	L	Cafundo Creole
cce	MZ	L	Chopi
ccg	NG	L	Samba Daka
cch	NG	L	Atsam
ccj	GW	L	Kasanga
ccl	KE	L	Cutchi-Swahili
ccm	MY	L	Malaccan Creole Malay
cco	MX	L	Chinantec, Comaltepec
ccp	BD	L	Chakma
ccq	MM	L	Chaungtha
ccr	SV	X	Cacaopera
cda	CN	L	Choni
cde	IN	L	Chenchu
cdf	IN	L	Chiru
cdg	IN	L	Chamari
cdh	IN	L	Chambeali
cdi	IN	L	Chodri
cdj	IN	L	Churahi
cdm	NP	L	Chepang
cdn	IN	L	Chaudangsi
cdo	CN	L	Chinese, Min Dong
cdr	NG	L	Cinda-Regi-Tiyal
cds	TD	L	Chadian Sign Language
cdy	CN	L	Chadong
cdz	BD	L	Koda
cea	US	X	Chehalis, Lower
ceb	PH	L	Cebuano
ceg	PY	L	Chamacoco
cen	NG	L	Cen
ces	CZ	L	Czech
cet	NG	L	Centúúm
cfa	NG	L	Dijim-Bwilim
cfd	NG	L	Cara
cfg	NG	L	Como Karim
cfm	MM	L	Chin, Falam
cga	PG	L	Changriwa
cgc	PH	L	Kagayanen
cgg	UG	L	Chiga
cgk	BT	L	Chocangacakha
cha	GU	L	Chamorro
chc	US	X	Catawba
chd	MX	L	Chontal, Highland Oaxaca
che	RU	L	Chechen
chf	MX	L	Chontal, Tabasco
chg	TM	X	Chagatai
chh	US	N	Chinook
chj	MX	L	Chinantec, Ojitlán
chk	FM	L	Chuukese
chl	US	N	Cahuilla
chn	CA	N	Chinook Wawa
cho	US	L	Choctaw
chp	CA	L	Dene
chq	MX	L	Chinantec, Quiotepec
chr	US	L	Cherokee
chs	US	X	Chumash
cht	PE	X	Cholón
chu	RU	X	Slavonic, Old Church
chv	RU	L	Chuvash
chw	MZ	L	Chuwabu
chx	NP	L	Chantyal
chy	US	L	Cheyenne
chz	MX	L	Chinantec, Ozumacín
cia	ID	L	Cia-Cia
cib	BJ	L	Gbe, Ci
cic	US	L	Chickasaw
cid	US	X	Chimariko
cie	NG	L	Cineni
cih	IN	L	Chinali
cik	IN	L	Kinnauri, Chitkuli
cim	IT	L	Cimbrian
cin	BR	L	Cinta Larga
cip	MX	N	Chiapanec
cir	NC	L	Tiri
ciw	US	L	Chippewa
ciy	VE	L	Chaima
cja	KH	L	Cham, Western
cje	VN	L	Chru
cjh	US	X	Chehalis, Upper
cji	RU	L	Chamalal
cjk	CD	L	Chokwe
cjm	VN	L	Cham, Eastern
cjn	PG	L	Chenapian
cjo	PE	L	Ashéninka Pajonal
cjp	CR	L	Cabécar
cjs	RU	L	Shor
cjv	PG	L	Chuave
cjy	CN	L	Chinese, Jinyu
cka	MM	L	Chin, Khumi Awa
ckb	IQ	L	Kurdish, Central
ckc	GT	L	Kaqchikel, Northern
ckd	GT	L	Kaqchikel, South Central
cke	GT	L	Kaqchikel, Eastern
ckf	GT	L	Kaqchikel, Southern
ckh	MM	L	Chak
cki	GT	L	Kaqchikel, Santa María de Jesús
ckj	GT	L	Kaqchikel, Santo Domingo Xenacoj
ckk	GT	L	Kaqchikel, Akatenango Southwestern
ckl	NG	L	Cibak
cko	GH	L	Anufo
ckq	TD	L	Kajakse
ckr	PG	L	Kairak
cks	NC	L	Tayo
ckt	RU	L	Chukchi
cku	US	L	Koasati
ckv	TW	N	Kavalan
ckw	GT	L	Kaqchikel, Western
ckx	CM	L	Caka
cky	NG	L	Cakfem-Mushere
ckz	GT	L	Kaqchikel-K'iche' Mixed Language
cla	NG	L	Ron
clc	CA	L	Chilcotin
cld	IQ	L	Chaldean Neo-Aramaic
cle	MX	L	Chinantec, Lealao
clh	PK	L	Chilisso
cli	GH	L	Chakali
clk	IN	L	Idu-Mishmi
cll	GH	L	Chala
clm	US	N	Clallam
clo	MX	L	Chontal, Lowland Oaxaca
clu	PH	L	Caluyanun
clw	RU	L	Chulym
cly	MX	L	Chatino, Eastern Highland
cma	VN	L	Maa
cme	BF	L	Cerma
cmi	CO	L	Emberá-Chamí
cml	ID	L	Campalagian
cmn	CN	L	Chinese, Mandarin
cmo	VN	L	Mnong, Central
cmr	MM	L	Chin, Mro
cmt	ZA	S	Camtho
cna	IN	L	Changthang
cnb	MM	L	Chin, Chinbon
cnc	VN	L	Côông
cng	CN	L	Qiang, Northern
cnh	MM	L	Chin, Haka
cni	PE	L	Asháninka
cnk	MM	L	Chin, Khumi
cnl	MX	L	Chinantec, Lalana
cnm	GT	L	Chuj, Ixtatán
cno	LA	L	Con
cns	ID	L	Asmat, Central
cnt	MX	L	Chinantec, Tepetotutla
cnu	DZ	L	Chenoua
cnw	MM	L	Chin, Ngawn
coa	MY	L	Malay, Cocos Islands
cob	MX	X	Chicomuceltec
coc	MX	L	Cocopa
cod	PE	L	Cocama-Cocamilla
coe	CO	L	Koreguaje
cof	EC	L	Colorado
cog	KH	L	Chong
coh	KE	L	Chichonyi-Chidzihana-Chikauma
coj	MX	X	Cochimi
cok	MX	L	Cora, Santa Teresa
col	US	N	Columbia-Wenatchi
com	US	L	Comanche
con	EC	L	Cofán
coo	CA	L	Comox
cop	EG	X	Coptic
coq	US	X	Coquille
cor	GB	L	Cornish
cos	FR	L	Corsican
cot	PE	L	Caquinte
cou	SN	L	Wamey
cov	CN	L	Cao Miao
cow	US	X	Cowlitz
cox	PE	L	Nanti
coy	CO	X	Coyaima
coz	MX	L	Chocholtec
cpa	MX	L	Chinantec, Palantla
cpb	PE	L	Ashéninka, Ucayali-Yurúa
cpc	PE	L	Ajyíninka Apurucayali
cpg	GR	X	Cappadocian Greek
cpi	NR	L	Chinese Pidgin English
cpn	GH	L	Cherepon
cps	PH	L	Capiznon
cpu	PE	L	Ashéninka, Pichis
cpx	CN	L	Chinese, Pu-Xian
cpy	PE	L	Ashéninka, South Ucayali
cqd	CN	L	Miao, Chuanqiandian Cluster
cqu	CL	L	Quechua, Chilean
cra	ET	L	Chara
crc	VU	L	Lonwolwol
crd	US	N	Coeur d'Alene
crf	CO	X	Caramanta
crg	US	L	Michif
crh	UA	L	Crimean Tatar
cri	ST	L	Sãotomense
crj	CA	L	Cree, Southern East
crk	CA	L	Cree, Plains
crl	CA	L	Cree, Northern East
crm	CA	L	Cree, Moose
crn	MX	L	Cora, El Nayar
cro	US	L	Crow
crq	AR	L	Chorote, Iyo'wujwa
crr	US	X	Carolina Algonquian
crs	SC	L	Seselwa Creole French
crt	AR	L	Chorote, Iyojwa'ja
crv	IN	L	Chaura
crw	VN	L	Chrau
crx	CA	L	Carrier
cry	NG	L	Cori
crz	US	X	Cruzeño
csa	MX	L	Chinantec, Chiltepec
csb	PL	L	Kashubian
csc	ES	L	Catalan Sign Language
csd	TH	L	Chiangmai Sign Language
cse	CZ	L	Czech Sign Language
csf	CU	L	Cuba Sign Language
csg	CL	L	Chilean Sign Language
csh	MM	L	Chin, Asho
csi	US	X	Miwok, Coast
csk	SN	L	Jola-Kasa
csl	CN	L	Chinese Sign Language
csm	US	N	Miwok, Central Sierra
csn	CO	L	Colombian Sign Language
cso	MX	L	Chinantec, Sochiapam
csq	HR	L	Croatia Sign Language
csr	CR	L	Costa Rican Sign Language
css	US	X	Ohlone, Southern
cst	US	S	Ohlone, Northern
csw	CA	L	Cree, Swampy
csy	MM	L	Chin, Siyin
csz	US	N	Coos
cta	MX	L	Chatino, Tataltepec
ctc	US	N	Chetco
ctd	MM	L	Chin, Tedim
cte	MX	L	Chinantec, Tepinapa
ctg	BD	L	Chittagonian
cti	MX	L	Chol, Tila
ctl	MX	L	Chinantec, Tlacoatzintepec
ctm	US	X	Chitimacha
ctn	NP	L	Chhintange
cto	CO	L	Emberá-Catío
ctp	MX	L	Chatino, Western Highland
cts	PH	L	Bicolano, Northern Catanduanes
ctt	IN	L	Chetti, Wayanad
ctu	MX	L	Chol, Tumbalá
ctz	MX	L	Chatino, Zacatepec
cua	VN	L	Cua
cub	CO	L	Cubeo
cuc	MX	L	Chinantec, Usila
cug	CM	L	Cung
cuh	KE	L	Gichuka
cui	CO	L	Cuiba
cuj	PE	L	Mashco Piro
cuk	PA	L	Kuna, San Blas
cul	BR	L	Kulina
cum	CO	X	Cumeral
cun	GT	L	K'iche', Cunén
cuo	VE	X	Cumanagoto
cup	US	X	Cupeño
cuq	CN	L	Cun
cur	NP	L	Chhulung
cut	MX	L	Cuicatec, Teutila
cuu	CN	L	Tai Ya
cuv	CM	L	Cuvok
cuw	NP	N	Chukwa
cux	MX	L	Cuicatec, Tepeuxila
cvg	IN	L	Chug
cvn	MX	L	Chinantec, Valle Nacional
cwa	TZ	L	Kabwa
cwb	MZ	L	Maindo
cwd	CA	L	Cree, Woods
cwe	TZ	L	Kwere
cwg	MY	L	Cheq Wong
cwt	SN	L	Kuwaataay
cya	MX	L	Chatino, Nopala
cyb	BO	X	Cayubaba
cym	GB	L	Welsh
cyo	PH	L	Cuyonon
czh	CN	L	Chinese, Huizhou
czn	MX	L	Chatino, Zenzontepec
czo	CN	L	Chinese, Min Zhong
czt	MM	L	Chin, Zotung
daa	TD	L	Dangaléat
dac	PG	L	Dambi
dad	PG	L	Marik
dae	CM	L	Duupa
daf	CI	L	Dan
dag	GH	L	Dagbani
dah	PG	L	Gwahatike
dai	TD	L	Day
daj	SD	L	Daju, Dar Fur
dak	US	L	Dakota
dal	KE	L	Dahalo
dan	DK	L	Danish
dao	MM	L	Chin, Daai
dap	IN	L	Nisi
daq	IN	L	Maria, Dandami
dar	RU	L	Dargwa
das	CI	L	Daho-Doo
dau	TD	L	Daju, Dar Sila
dav	KE	L	Dawida
daw	PH	L	Davawenyo
dax	AU	L	Dayi
daz	ID	L	Dao
dba	ML	L	Bangi Me
dbb	NG	L	Deno
dbd	NG	L	Dadiya
dbe	ID	L	Dabe
dbf	ID	L	Edopi
dbg	ML	L	Dogon, Dogul Dom
dbi	NG	L	Doka
dbj	MY	L	Ida'an
dbl	AU	N	Dyirbal
dbm	NG	L	Duguri
dbn	ID	N	Duriankere
dbo	NG	L	Dulbu
dbp	NG	L	Duwai
dbq	CM	L	Daba
dbr	SO	L	Dabarre
dbu	ML	L	Dogon, Bondum Dom
dbv	NG	L	Dungu
dby	PG	L	Dibiyaso
dcc	IN	L	Deccan
dcr	VI	X	Negerhollands
ddd	SD	L	Dongotono
dde	CG	L	Doondo
ddg	TL	L	Fataluku
ddi	PG	L	Diodio
ddj	AU	L	Jaru
ddn	BJ	L	Dendi
ddo	RU	L	Dido
dds	ML	L	Dogon, Donno So
ddw	ID	L	Dawera-Daweloor
dec	SD	L	Dagik
ded	PG	L	Dedua
dee	LR	L	Dewoin
def	IR	L	Dezfuli
deg	NG	L	Degema
deh	PK	L	Dehwari
dei	ID	L	Demisa
dek	CM	L	Dek
dem	ID	L	Dem
dep	US	X	Delaware, Pidgin
deq	CF	L	Dendi
der	IN	L	Deori
des	BR	L	Desano
deu	DE	L	German, Standard
dev	PG	L	Domung
dez	CD	L	Dengese
dga	GH	L	Dagaare, Southern
dgb	ML	L	Dogon, Bunoge
dgc	PH	L	Agta, Casiguran Dumagat
dgd	BF	L	Dagaari Dioula
dge	PG	L	Degenan
dgg	PG	L	Doga
dgh	NG	L	Dghwede
dgi	BF	L	Dagara, Northern
dgk	CF	L	Dagba
dgn	AU	X	Dagoman
dgo	IN	L	Dogri
dgr	CA	L	Dogrib
dgs	BF	L	Dogoso
dgu	IN	L	Degaru
dgx	PG	L	Doghoro
dgz	PG	L	Daga
dha	IN	L	Dhanwar
dhd	IN	L	Dhundari
dhg	AU	L	Dhangu
dhi	NP	L	Dhimal
dhl	AU	N	Dhalandji
dhm	AO	L	Zemba
dhn	IN	L	Dhanki
dho	IN	L	Dhodia
dhr	AU	N	Dhargari
dhs	TZ	L	Dhaiso
dhu	AU	X	Dhurga
dhv	NC	L	Dehu
dhw	NP	L	Dhanwar
dia	PG	L	Dia
dib	SD	L	Dinka, South Central
dic	CI	L	Dida, Lakota
did	SD	L	Didinga
dif	AU	X	Dieri
dig	KE	L	Chidigo
dih	MX	L	Kumiai
dii	CM	L	Dimbong
dij	ID	L	Dai
dik	SD	L	Dinka, Southwestern
dil	SD	L	Dilling
dim	ET	L	Dime
dio	NG	L	Dibo
dip	SD	L	Dinka, Northeastern
diq	TR	L	Dimli
dir	NG	L	Dirim
dis	IN	L	Dimasa
dit	AU	X	Dirari
diu	NA	L	Diriku
div	MV	L	Maldivian
diw	SD	L	Dinka, Northwestern
dix	VU	L	Dixon Reef
diy	ID	L	Diuwe
diz	CD	L	Ding
djb	AU	L	Djinba
djc	TD	L	Daju, Dar Daju
djd	AU	N	Djamindjung
dje	NE	L	Zarma
djf	AU	X	Djangun
dji	AU	L	Djinang
djj	AU	L	Djeebbana
djk	SR	L	Aukan
djl	AU	X	Djiwarli
djm	ML	L	Dogon, Jamsay
djn	AU	L	Djauan
djo	ID	L	Jangkang
djr	AU	L	Djambarrpuyngu
dju	PG	L	Kapriman
djw	AU	X	Djawi
dka	BT	L	Dakpakha
dkk	ID	L	Dakka
dkl	ML	L	Dogon, Kolum So
dkr	MY	L	Kuijau
dks	SD	L	Dinka, Southeastern
dkx	CM	L	Mazagway
dlg	RU	L	Dolgan
dln	IN	L	Darlong
dma	GA	L	Duma
dmc	PG	L	Dimir
dme	CM	L	Dugwor
dmg	MY	L	Kinabatangan, Upper
dmk	PK	L	Domaaki
dml	PK	L	Dameli
dmm	CM	N	Dama
dmo	CM	L	Kemezung
dmr	ID	L	Damar, East
dms	ID	L	Dampelas
dmu	ID	L	Tebi
dmv	MY	L	Dumpas
dmx	MZ	L	Dema
dmy	ID	L	Sowari
dna	ID	L	Dani, Upper Grand Valley
dnd	PG	L	Daonda
dne	TZ	L	Ndendeule
dng	KG	L	Dungan
dni	ID	L	Dani, Lower Grand Valley
dnk	ID	L	Dengka
dnn	BF	L	Dzùùngoo
dnr	PG	L	Danaru
dnt	ID	L	Dani, Mid Grand Valley
dnu	MM	L	Danau
dnw	ID	L	Dani, Western
dny	BR	L	Dení
doa	PG	L	Dom
dob	PG	L	Dobu
doc	CN	L	Dong, Northern
doe	TZ	L	Doe
dof	PG	L	Domu
doh	NG	L	Dong
dok	ID	L	Dondo
dol	PG	L	Doso
don	PG	L	Toura
doo	CD	L	Dongo
dop	BJ	L	Lukpa
doq	DO	L	Dominican Sign Language
dor	SB	L	Dori'o
dos	BF	L	Dogosé
dot	NG	L	Dass
dov	ZW	L	Dombe
dow	CM	L	Doyayo
dox	ET	L	Bussa
doy	GH	L	Dompo
doz	ET	L	Dorze
dpp	MY	L	Papar
drb	SD	L	Dair
drd	IN	L	Darmiya
dre	NP	L	Dolpo
drg	MY	L	Rungus
drh	MN	L	Darkhat
dri	NG	L	C'lela
drl	AU	N	Darling
drn	ID	L	Damar, West
dro	MY	L	Melanau, Daro-Matu
drq	NP	X	Dura
drr	SB	X	Dororo
drs	ET	L	Gedeo
drt	NL	L	Drents
dru	TW	L	Rukai
drw	AF	L	Darwazi
dry	NP	L	Darai
dsb	DE	L	Sorbian, Lower
dse	NL	L	Dutch Sign Language
dsh	ET	L	Daasanach
dsi	TD	L	Disa
dsl	DK	L	Danish Sign Language
dsn	ID	N	Dusner
dso	IN	L	Desiya
dsq	ML	L	Tadaksahak
dta	CN	L	Daur
dtb	MY	L	Kadazan, Labuk-Kinabatangan
dti	ML	L	Dogon, Ana Tinga
dtk	ML	L	Dogon, Tene Kan
dtm	ML	L	Dogon, Tomo Kan
dtp	MY	L	Dusun, Central
dtr	MY	L	Lotud
dts	ML	L	Dogon, Toro So
dtt	ML	L	Dogon, Toro Tegu
dtu	ML	L	Dogon, Tebul Ure
dua	CM	L	Duala
dub	IN	L	Dubli
duc	PG	L	Duna
dud	NG	L	Hun-Saare
due	PH	L	Agta, Umiray Dumaget
duf	NC	L	Dumbea
dug	KE	L	Chiduruma
duh	IN	L	Dungra Bhil
dui	PG	L	Dumun
duj	AU	L	Dhuwal
duk	PG	L	Duduela
dul	PH	L	Agta, Alabat Island
dun	ID	L	Dusun Deyah
duo	PH	L	Agta, Dupaninan
dup	ID	L	Duano
duq	ID	L	Dusun Malang
dur	CM	L	Dii
dus	NP	N	Dumi
duu	CN	L	Drung
duv	ID	L	Duvle
duw	ID	L	Dusun Witu
dux	ML	L	Duungooma
duy	PH	X	Agta, Dicamay
duz	CM	X	Duli
dva	PG	L	Duau
dwa	NG	L	Diri
dwl	ML	L	Dogon, Walo Kumbe
dww	PG	L	Dawawa
dya	BF	L	Dyan
dyb	AU	X	Dyaberdyaber
dyd	AU	X	Dyugun
dyg	PH	X	Agta, Villa Viciosa
dyi	CI	L	Senoufo, Djimini
dym	ML	L	Dogon, Yanda Dom
dyn	AU	N	Dyangadi
dyo	SN	L	Jola-Fonyi
dyu	BF	L	Jula
dyy	AU	N	Dyaabugay
dza	NG	L	Tunzuii
dzd	NG	L	Daza
dzg	TD	L	Dazaga
dzl	BT	L	Dzalakha
dzn	CD	L	Dzando
dzo	BT	L	Dzongkha
ebg	NG	L	Ebughu
ebo	CG	L	Teke-Eboo
ebr	CI	L	Ebrié
ebu	KE	L	Kiembu
ecs	EC	L	Ecuadorian Sign Language
eee	CN	L	E
efa	NG	L	Efai
efe	CD	L	Efe
efi	NG	L	Efik
ega	CI	L	Ega
ego	NG	L	Eggon
ehu	NG	L	Ehueun
eip	ID	L	Eipomek
eit	PG	L	Eitiep
eiv	PG	L	Askopan
eja	GW	L	Jola-Felupe
eka	NG	L	Ekajuk
eke	NG	L	Ekit
ekg	ID	L	Ekari
eki	NG	L	Eki
ekm	CM	L	Elip
eko	MZ	L	Koti
ekp	NG	L	Ekpeye
ekr	NG	L	Yace
eky	MM	L	Kayah, Eastern
ele	PG	L	Elepi
elh	SD	L	El Hugeirat
eli	SD	X	Nding
elk	PG	L	Elkei
ell	GR	L	Greek
elm	NG	L	Eleme
elo	KE	N	El Molo
elp	ID	L	Elpaputih
elu	PG	L	Elu
ema	NG	L	Emai-Iuleha-Ora
emb	ID	L	Embaloh
eme	GF	L	Emerillon
emg	NP	L	Meohang, Eastern
emi	PG	L	Mussau-Emira
emk	GN	L	Maninkakan, Eastern
eml	IT	L	Emiliano-Romagnolo
emn	CM	L	Eman
emo	PY	X	Emok
emp	PA	L	Emberá, Northern
ems	US	L	Yupik, Pacific Gulf
emu	IN	L	Muria, Eastern
emw	ID	N	Emplawas
ena	PG	L	Apali
enb	KE	L	Markweeta
enc	VN	L	En
end	ID	L	Ende
enf	RU	L	Enets, Forest
eng	GB	L	English
enh	RU	N	Enets, Tundra
enn	NG	L	Engenni
eno	ID	L	Enggano
enq	PG	L	Enga
enr	ID	L	Emem
enu	CN	L	Enu
env	NG	L	Enwan
enw	NG	L	Enwan
eot	CI	L	Beti
epi	NG	L	Epie
epo	PL	L	Esperanto
era	IN	L	Eravallan
erg	VU	L	Sie
erh	NG	L	Eruwa
eri	PG	L	Ogea
erk	VU	L	Efate, South
ero	CN	L	Horpa
err	AU	X	Erre
ers	CN	L	Ersu
ert	ID	L	Eritai
erw	ID	L	Erokwanas
ese	BO	L	Ese Ejja
esh	IR	L	Eshtehardi
esi	US	L	Inupiatun, North Alaskan
esk	US	L	Inupiatun, Northwest Alaska
esl	EG	L	Egypt Sign Language
esn	SV	L	Salvadoran Sign Language
eso	EE	L	Estonian Sign Language
esq	US	X	Esselen
ess	US	L	Yupik, Central Siberian
est	EE	L	Estonian
esu	US	L	Yupik, Central
etb	NG	L	Etebi
eth	ET	L	Ethiopian Sign Language
etn	VU	L	Eton
eto	CM	L	Eton
etr	PG	L	Edolo
ets	NG	L	Yekhee
etu	NG	L	Ejagham
etx	NG	L	Eten
etz	ID	L	Semimi
eus	ES	L	Basque
eve	RU	L	Even
evh	NG	L	Uvbie
evn	CN	L	Evenki
ewe	GH	L	Éwé
ewo	CM	L	Ewondo
ext	ES	L	Extremaduran
eya	US	X	Eyak
eyo	KE	L	Keiyo
eze	NG	L	Uzekwe
faa	PG	L	Fasu
fab	GQ	L	Fa D'ambu
fad	PG	L	Wagi
faf	SB	L	Fagani
fag	PG	L	Finongan
fah	NG	N	Fali of Baissa
fai	PG	L	Faiwol
faj	PG	L	Faita
fak	CM	L	Fang
fal	CM	L	Fali, South
fam	NG	L	Fam
fan	GQ	L	Fang
fao	DK	L	Faroese
fap	SN	L	Palor
far	SB	L	Fataleka
fau	ID	L	Fayu
fax	ES	L	Fala
fay	IR	L	Fars, Southwestern
faz	IR	L	Fars, Northwestern
fcs	CA	L	Quebec Sign Language
